Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.144.peg.2774	CDS	PH63_1	3114601	3113834	-1	-	768	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.144.peg.2775	CDS	PH63_1	3114711	3115892	3	+	1182	hypothetical protein	- none -	 	 
fig|1873.144.peg.2776	CDS	PH63_1	3117268	3115955	-1	-	1314	Endo-1,4-beta-xylanase (EC 3.2.1.8)	- none -	 	 
fig|1873.144.peg.2777	CDS	PH63_1	3118326	3117430	-3	-	897	hypothetical protein	- none -	 	 
fig|1873.144.peg.2778	CDS	PH63_1	3119862	3118498	-3	-	1365	Endo-1,4-beta-xylanase (EC 3.2.1.8)	- none -	 	 
fig|1873.144.peg.2779	CDS	PH63_1	3120346	3120230	-1	-	117	Nitrate/nitrite transporter	Nitrate and nitrite ammonification	 	 
fig|1873.144.peg.2780	CDS	PH63_1	3120534	3120355	-3	-	180	hypothetical protein	- none -	 	 
fig|1873.144.peg.2781	CDS	PH63_1	3120874	3121638	1	+	765	hypothetical protein	- none -	 	 
fig|1873.144.peg.2782	CDS	PH63_1	3121647	3121766	3	+	120	hypothetical protein	- none -	 	 
fig|1873.144.peg.2783	CDS	PH63_1	3121751	3122017	2	+	267	hypothetical protein	- none -	 	 
fig|1873.144.peg.2784	CDS	PH63_1	3122046	3122162	3	+	117	Oxidoreductase, FAD-binding	- none -	 	 
fig|1873.144.peg.2785	CDS	PH63_1	3123286	3122174	-1	-	1113	hypothetical protein	- none -	 	 
fig|1873.144.peg.2786	CDS	PH63_1	3123520	3125511	1	+	1992	Serine phosphatase RsbU, regulator of sigma subunit	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation	 	 
fig|1873.144.peg.2787	CDS	PH63_1	3125636	3125986	2	+	351	PhnB protein	- none -	 	 
fig|1873.144.peg.2788	CDS	PH63_1	3125992	3127284	1	+	1293	sigma-70 region 2 domain protein	- none -	 	 
fig|1873.144.peg.2789	CDS	PH63_1	3128245	3127397	-1	-	849	hypothetical protein	- none -	 	 
fig|1873.144.peg.2790	CDS	PH63_1	3128611	3129573	1	+	963	Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein	- none -	 	 
fig|1873.144.peg.2791	CDS	PH63_1	3129806	3130462	2	+	657	ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	- none -	 	 
fig|1873.144.peg.2792	CDS	PH63_1	3130459	3131286	1	+	828	ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)	- none -	 	 
fig|1873.144.peg.2793	CDS	PH63_1	3131337	3133346	3	+	2010	N-methylhydantoinase A (EC 3.5.2.14)	Creatine and Creatinine Degradation; <br>Hydantoin metabolism	 	 
fig|1873.144.peg.2794	CDS	PH63_1	3133350	3134927	3	+	1578	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Fatty acid metabolism cluster	 	 
fig|1873.144.peg.2795	CDS	PH63_1	3134927	3136285	2	+	1359	Formerly called adenylosuccinate lyase (similar to archaeal version), but most likely something else	- none -	 	 
fig|1873.144.peg.2796	CDS	PH63_1	3136282	3137043	1	+	762	Enoyl-CoA hydratase/isomerase family protein	- none -	 	 
fig|1873.144.peg.2797	CDS	PH63_1	3137040	3138659	3	+	1620	Acetolactate synthase large subunit (EC 2.2.1.6)	Acetolactate synthase subunits; <br>Branched-Chain Amino Acid Biosynthesis	 	 
fig|1873.144.peg.2798	CDS	PH63_1	3139617	3138793	-3	-	825	Transcriptional regulator, IclR family	Homogentisate pathway of aromatic compound degradation	 	 
fig|1873.144.peg.2799	CDS	PH63_1	3139769	3141787	2	+	2019	N-methylhydantoinase B (EC 3.5.2.14)	Creatine and Creatinine Degradation; <br>Hydantoin metabolism	 	 
fig|1873.144.peg.2800	CDS	PH63_1	3141784	3142767	1	+	984	2-aminophenol 1,6-dioxygenase, beta subunit (EC 1.13.11.n1)	2-aminophenol Metabolism	 	 
fig|1873.144.peg.2801	CDS	PH63_1	3142760	3143599	2	+	840	2-aminophenol-1,6-dioxygenase, alpha subunit (EC 1.13.11.n1)	2-aminophenol Metabolism	 	 
fig|1873.144.peg.2802	CDS	PH63_1	3143635	3143925	1	+	291	microcompartments protein	- none -	 	 
fig|1873.144.peg.2803	CDS	PH63_1	3143949	3144287	3	+	339	microcompartments protein	- none -	 	 
fig|1873.144.peg.2804	CDS	PH63_1	3144274	3144537	1	+	264	hypothetical protein	- none -	 	 
fig|1873.144.peg.2805	CDS	PH63_1	3144558	3145301	3	+	744	2-aminomuconate semialdehyde dehydrogenase (EC 1.2.1.32)	2-aminophenol Metabolism; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.2806	CDS	PH63_1	3145323	3145937	3	+	615	2-aminomuconate semialdehyde dehydrogenase (EC 1.2.1.32)	2-aminophenol Metabolism; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.2807	CDS	PH63_1	3145934	3146068	2	+	135	2-aminomuconate semialdehyde dehydrogenase (EC 1.2.1.32)	2-aminophenol Metabolism; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.2808	CDS	PH63_1	3146065	3146856	1	+	792	2-keto-4-pentenoate hydratase (EC 4.2.1.80)	2-aminophenol Metabolism; <br>Biphenyl Degradation; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.2809	CDS	PH63_1	3146908	3147900	1	+	993	Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol	2-aminophenol Metabolism; <br>Biphenyl Degradation; <br>Biphenyl Degradation	 	 
fig|1873.144.peg.2810	CDS	PH63_1	3147897	3148967	3	+	1071	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)	2-aminophenol Metabolism; <br>Biphenyl Degradation; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.2811	CDS	PH63_1	3149024	3149797	2	+	774	4-oxalocrotonate decarboxylase (EC 4.1.1.77)	2-aminophenol Metabolism; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.2812	CDS	PH63_1	3149979	3150260	3	+	282	2-aminomuconate deaminase (EC 3.5.99.5) @ RidA/YER057c/UK114 superfamily protein	2-aminophenol Metabolism; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.2813	CDS	PH63_1	3152220	3150301	-3	-	1920	ATP/GTP-binding protein	- none -	 	 
fig|1873.144.peg.2814	CDS	PH63_1	3152684	3152343	-2	-	342	hypothetical protein	- none -	 	 
fig|1873.144.peg.2815	CDS	PH63_1	3153581	3152817	-2	-	765	hypothetical protein	- none -	 	 
fig|1873.144.peg.2816	CDS	PH63_1	3154712	3153975	-2	-	738	hypothetical protein	- none -	 	 
fig|1873.144.peg.2817	CDS	PH63_1	3154867	3155832	1	+	966	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|1873.144.peg.2818	CDS	PH63_1	3155829	3156659	3	+	831	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|1873.144.peg.2819	CDS	PH63_1	3156680	3158089	2	+	1410	Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	- none -	 	 
fig|1873.144.peg.2820	CDS	PH63_1	3158285	3159649	2	+	1365	hypothetical protein	- none -	 	 
fig|1873.144.peg.2821	CDS	PH63_1	3160326	3159733	-3	-	594	hypothetical protein	- none -	 	 
fig|1873.144.peg.2822	CDS	PH63_1	3165966	3160510	-3	-	5457	Acyl-CoA carboxylase-like protein, carboxylase domain Tfu_1530.N / Acyl-CoA carboxylase-like protein, carboxyltransferase domain Tfu_1530.C	- none -	 	 
fig|1873.144.peg.2823	CDS	PH63_1	3166622	3166242	-2	-	381	YjbR family protein	- none -	 	 
fig|1873.144.peg.2824	CDS	PH63_1	3167118	3166663	-3	-	456	hypothetical protein	- none -	 	 
fig|1873.144.peg.2825	CDS	PH63_1	3167104	3168327	1	+	1224	Multidrug resistance transporter, Bcr/CflA family	Copper homeostasis	 	 
fig|1873.144.peg.2826	CDS	PH63_1	3168502	3169338	1	+	837	hypothetical protein	- none -	 	 
fig|1873.144.peg.2827	CDS	PH63_1	3169978	3169448	-1	-	531	hypothetical protein	- none -	 	 
fig|1873.144.peg.2828	CDS	PH63_1	3170066	3170758	2	+	693	hypothetical protein	- none -	 	 
fig|1873.144.peg.2829	CDS	PH63_1	3170758	3172134	1	+	1377	hypothetical protein	- none -	 	 
fig|1873.144.peg.2830	CDS	PH63_1	3172322	3172717	2	+	396	hypothetical protein	- none -	 	 
fig|1873.144.peg.2831	CDS	PH63_1	3174371	3172851	-2	-	1521	Sialidase (EC 3.2.1.18)	Galactosylceramide and Sulfatide metabolism	 	 
fig|1873.144.peg.2832	CDS	PH63_1	3175474	3174479	-1	-	996	Putative esterase	- none -	 	 
fig|1873.144.peg.2833	CDS	PH63_1	3177616	3175550	-1	-	2067	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids	 	 
fig|1873.144.peg.2834	CDS	PH63_1	3179088	3177637	-3	-	1452	hypothetical protein	- none -	 	 
fig|1873.144.peg.2835	CDS	PH63_1	3179243	3179085	-2	-	159	hypothetical protein	- none -	 	 
fig|1873.144.peg.2836	CDS	PH63_1	3179384	3182659	2	+	3276	hypothetical protein	- none -	 	 
fig|1873.144.peg.2837	CDS	PH63_1	3182659	3184782	1	+	2124	hypothetical protein	- none -	 	 
fig|1873.144.peg.2838	CDS	PH63_1	3184900	3186462	1	+	1563	ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)	- none -	 	 
fig|1873.144.peg.2839	CDS	PH63_1	3186459	3187538	3	+	1080	ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)	- none -	 	 
fig|1873.144.peg.2840	CDS	PH63_1	3187565	3188566	2	+	1002	ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)	- none -	 	 
fig|1873.144.peg.2841	CDS	PH63_1	3188630	3190162	2	+	1533	Carbohydrate kinase, FGGY family	- none -	 	 
fig|1873.144.peg.2842	CDS	PH63_1	3190159	3191793	1	+	1635	L-fucose isomerase (FucIase)	- none -	 	 
fig|1873.144.peg.2843	CDS	PH63_1	3192873	3191821	-3	-	1053	Transcriptional regulator, LacI family	- none -	 	 
fig|1873.144.peg.2844	CDS	PH63_1	3193472	3193074	-2	-	399	hypothetical protein	- none -	 	 
fig|1873.144.peg.2845	CDS	PH63_1	3194813	3193542	-2	-	1272	hypothetical protein	- none -	 	 
fig|1873.144.peg.2846	CDS	PH63_1	3196375	3194915	-1	-	1461	Putative oxidoreductase	- none -	 	 
fig|1873.144.peg.2847	CDS	PH63_1	3197679	3196636	-3	-	1044	Linoleoyl-CoA desaturase (EC 1.14.19.3)	- none -	 	 
fig|1873.144.peg.2848	CDS	PH63_1	3198168	3197968	-3	-	201	hypothetical protein	- none -	 	 
fig|1873.144.peg.2849	CDS	PH63_1	3198502	3199599	1	+	1098	hypothetical protein	- none -	 	 
fig|1873.144.peg.2850	CDS	PH63_1	3201229	3199751	-1	-	1479	FIG01423360: glycoside hydrolase	- none -	 	 
fig|1873.144.peg.2851	CDS	PH63_1	3202278	3201226	-3	-	1053	Putative glycosyltransferase	- none -	 	 
fig|1873.144.peg.2852	CDS	PH63_1	3203414	3202275	-2	-	1140	Glycosyl transferase, group 1 family protein	- none -	 	 
fig|1873.144.peg.2853	CDS	PH63_1	3204627	3203614	-3	-	1014	Glycosyltransferase	- none -	 	 
fig|1873.144.peg.2854	CDS	PH63_1	3205430	3204624	-2	-	807	hypothetical protein	- none -	 	 
fig|1873.144.peg.2855	CDS	PH63_1	3205490	3205687	2	+	198	hypothetical protein	- none -	 	 
fig|1873.144.peg.2856	CDS	PH63_1	3205854	3206015	3	+	162	hypothetical protein	- none -	 	 
fig|1873.144.peg.2857	CDS	PH63_1	3206158	3206901	1	+	744	hypothetical protein	- none -	 	 
fig|1873.144.peg.2858	CDS	PH63_1	3208068	3207073	-3	-	996	hypothetical protein	- none -	 	 
fig|1873.144.peg.2859	CDS	PH63_1	3208407	3209507	3	+	1101	Calcium/proton antiporter	- none -	 	 
fig|1873.144.peg.2860	CDS	PH63_1	3209732	3210481	2	+	750	YpfJ-like protein	- none -	 	 
fig|1873.144.peg.2861	CDS	PH63_1	3211046	3210498	-2	-	549	hypothetical protein	- none -	 	 
fig|1873.144.peg.2862	CDS	PH63_1	3211243	3211884	1	+	642	HAD-superfamily hydrolase MSMEG_4183, subfamily IA	- none -	 	 
fig|1873.144.peg.2863	CDS	PH63_1	3214483	3211934	-1	-	2550	ABC transporter, fused permease protein	- none -	 	 
fig|1873.144.peg.2864	CDS	PH63_1	3215250	3214483	-3	-	768	ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.2865	CDS	PH63_1	3215321	3215515	2	+	195	hypothetical protein	- none -	 	 
fig|1873.144.peg.2866	CDS	PH63_1	3216276	3215590	-3	-	687	Two-component transcriptional response regulator, NarL/FixJ family	- none -	 	 
fig|1873.144.peg.2867	CDS	PH63_1	3217498	3216302	-1	-	1197	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.144.peg.2868	CDS	PH63_1	3218751	3217810	-3	-	942	RecB family exonuclease	- none -	 	 
fig|1873.144.peg.2869	CDS	PH63_1	3218904	3220058	3	+	1155	PROBABLE CONSERVED TRANSMEMBRANE ALANINE AND LEUCINE RICH PROTEIN	- none -	 	 
fig|1873.144.peg.2870	CDS	PH63_1	3220161	3221057	3	+	897	tRNA (adenine(58)-N(1))-methyltransferase (EC 2.1.1.220)	- none -	 	 
fig|1873.144.peg.2871	CDS	PH63_1	3221139	3221711	3	+	573	FIG00814974: hypothetical protein	- none -	 	 
fig|1873.144.peg.2872	CDS	PH63_1	3222107	3221796	-2	-	312	Ferredoxin	Soluble cytochromes and functionally related electron carriers	 	 
fig|1873.144.peg.2873	CDS	PH63_1	3222271	3224052	1	+	1782	Bacterial proteasome-activating AAA-ATPase (PAN)	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Proteasome archaeal	 	 
fig|1873.144.peg.2874	CDS	PH63_1	3224219	3225736	2	+	1518	Pup ligase PafA&#39; paralog, possible component of postulated heterodimer PafA-PafA&#39;	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Proteasome archaeal	 	 
fig|1873.144.peg.2875	CDS	PH63_1	3225843	3226058	3	+	216	Prokaryotic ubiquitin-like protein Pup	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Proteasome archaeal	 	 
fig|1873.144.peg.2876	CDS	PH63_1	3226065	3226733	3	+	669	hypothetical protein	- none -	 	 
fig|1873.144.peg.2877	CDS	PH63_1	3226691	3227491	2	+	801	Proteasome subunit beta (EC 3.4.25.1), bacterial	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Proteasome archaeal	 	 
fig|1873.144.peg.2878	CDS	PH63_1	3227553	3228374	3	+	822	Proteasome subunit alpha (EC 3.4.25.1), bacterial	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Proteasome archaeal	 	 
fig|1873.144.peg.2879	CDS	PH63_1	3228761	3230119	2	+	1359	Pup ligase PafA, possible component of postulated heterodimer PafA-PafA&#39;	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Proteasome archaeal	 	 
fig|1873.144.peg.2880	CDS	PH63_1	3230188	3230373	1	+	186	hypothetical protein	- none -	 	 
fig|1873.144.peg.2881	CDS	PH63_1	3230521	3231069	1	+	549	Carboxymuconolactone decarboxylase (EC 4.1.1.44)	- none -	 	 
fig|1873.144.peg.2882	CDS	PH63_1	3232260	3231166	-3	-	1095	hypothetical protein	- none -	 	 
fig|1873.144.peg.2883	CDS	PH63_1	3233274	3232315	-3	-	960	membrane transport protein	- none -	 	 
fig|1873.144.peg.2884	CDS	PH63_1	3233398	3234396	1	+	999	FIG005453: Putative DeoR-family transcriptional regulator	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related	 	 
fig|1873.144.peg.2885	CDS	PH63_1	3234393	3235448	3	+	1056	FIG019733: possible DNA-binding protein	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related	 	 
fig|1873.144.peg.2886	CDS	PH63_1	3235459	3235707	1	+	249	FIG00814677: hypothetical protein	- none -	 	 
fig|1873.144.peg.2887	CDS	PH63_1	3235916	3236242	2	+	327	Twin-arginine translocation protein TatA	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system	 	 
fig|1873.144.peg.2888	CDS	PH63_1	3236260	3237210	1	+	951	Twin-arginine translocation protein TatC	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system	 	 
fig|1873.144.peg.2889	CDS	PH63_1	3237434	3237652	2	+	219	hypothetical protein	- none -	 	 
fig|1873.144.peg.2890	CDS	PH63_1	3237847	3238452	1	+	606	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.144.peg.2891	CDS	PH63_1	3238609	3239187	1	+	579	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.144.peg.2892	CDS	PH63_1	3241021	3239273	-1	-	1749	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2	- none -	 	 
fig|1873.144.peg.2893	CDS	PH63_1	3242748	3241018	-3	-	1731	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1	- none -	 	 
fig|1873.144.peg.2894	CDS	PH63_1	3242941	3242822	-1	-	120	hypothetical protein	- none -	 	 
fig|1873.144.peg.2895	CDS	PH63_1	3243132	3243013	-3	-	120	hypothetical protein	- none -	 	 
fig|1873.144.peg.2896	CDS	PH63_1	3245739	3243139	-3	-	2601	Lanthionine biosynthesis protein LanL-like protein	- none -	 	 
fig|1873.144.peg.2897	CDS	PH63_1	3245900	3246901	2	+	1002	Diacylglycerol kinase-related protein	- none -	 	 
fig|1873.144.peg.2898	CDS	PH63_1	3247679	3247080	-2	-	600	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.2899	CDS	PH63_1	3248631	3247849	-3	-	783	Putative hydrolase	- none -	 	 
fig|1873.144.peg.2900	CDS	PH63_1	3248709	3251534	3	+	2826	FIG005666: putative helicase	Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related	 	 
fig|1873.144.peg.2901	CDS	PH63_1	3251700	3252581	3	+	882	putative signaling protein	- none -	 	 
fig|1873.144.peg.2902	CDS	PH63_1	3253555	3252635	-1	-	921	DNA polymerase I 5&#39;-3&#39; exonuclease domain	DNA replication strays	 	 
fig|1873.144.peg.2903	CDS	PH63_1	3253835	3253608	-2	-	228	hypothetical protein	- none -	 	 
fig|1873.144.peg.2904	CDS	PH63_1	3253949	3255037	2	+	1089	hypothetical protein	- none -	 	 
fig|1873.144.peg.2905	CDS	PH63_1	3256613	3255234	-2	-	1380	Chitinase (EC 3.2.1.14)	Chitin and N-acetylglucosamine utilization	 	 
fig|1873.144.peg.2906	CDS	PH63_1	3256836	3257951	3	+	1116	peptidase M24	- none -	 	 
fig|1873.144.peg.2907	CDS	PH63_1	3257948	3259090	2	+	1143	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)	- none -	 	 
fig|1873.144.peg.2908	CDS	PH63_1	3259184	3259690	2	+	507	Transcriptional regulator, AsnC family	- none -	 	 
fig|1873.144.peg.2909	CDS	PH63_1	3259687	3259989	1	+	303	hypothetical protein	- none -	 	 
fig|1873.144.peg.2910	CDS	PH63_1	3260390	3260605	2	+	216	COG3237: Uncharacterized protein conserved in bacteria	- none -	 	 
fig|1873.144.peg.2911	CDS	PH63_1	3262139	3260733	-2	-	1407	Lysine 2,3-aminomutase (EC 5.4.3.2)	Lysine degradation	 	 
fig|1873.144.peg.2912	CDS	PH63_1	3262282	3263343	1	+	1062	3,5-diaminohexanoate dehydrogenase (EC 1.4.1.11)	- none -	 	 
fig|1873.144.peg.2913	CDS	PH63_1	3263343	3264917	3	+	1575	Exoenzymes regulatory protein AepA in lipid-linked oligosaccharide synthesis cluster	Lipid-linked oligosaccharide synthesis related cluster	 	 
fig|1873.144.peg.2914	CDS	PH63_1	3264985	3266571	1	+	1587	L-beta-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.3) @ D-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.4)	Lysine degradation	 	 
fig|1873.144.peg.2915	CDS	PH63_1	3266568	3267344	3	+	777	L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3) @ D-lysine 5,6-aminomutase beta subunit (EC 5.4.3.4)	Lysine degradation	 	 
fig|1873.144.peg.2916	CDS	PH63_1	3267341	3267733	2	+	393	3-aminobutyryl-CoA ammonia-lyase (EC 4.3.1.14)	- none -	 	 
fig|1873.144.peg.2917	CDS	PH63_1	3267730	3269067	1	+	1338	Probable reactivating factor for an aminomutase or amino-lyase	- none -	 	 
fig|1873.144.peg.2918	CDS	PH63_1	3269536	3271113	1	+	1578	Apolipoprotein N-acyltransferase (EC 2.3.1.-) in lipid-linked oligosaccharide synthesis cluster	Lipid-linked oligosaccharide synthesis related cluster	 	 
fig|1873.144.peg.2919	CDS	PH63_1	3271148	3271954	2	+	807	Undecaprenyl-phosphate mannosyltransferase (EC 2.4.1.54)	- none -	 	 
fig|1873.144.peg.2920	CDS	PH63_1	3272062	3272568	1	+	507	Cytoplasmic membrane protein FsxA	Lipid-linked oligosaccharide synthesis related cluster	 	 
fig|1873.144.peg.2921	CDS	PH63_1	3272974	3272633	-1	-	342	FIG00820327: hypothetical protein	Lipid-linked oligosaccharide synthesis related cluster	 	 
fig|1873.144.peg.2922	CDS	PH63_1	3273801	3273211	-3	-	591	hypothetical protein SCL24.07	- none -	 	 
fig|1873.144.peg.2923	CDS	PH63_1	3274959	3273856	-3	-	1104	hypothetical protein	- none -	 	 
fig|1873.144.peg.2924	CDS	PH63_1	3275653	3275042	-1	-	612	Uncharacterized DUF664 protien SCO4371	- none -	 	 
fig|1873.144.peg.2925	CDS	PH63_1	3275716	3276732	1	+	1017	Transcriptional regulator, YafY family	- none -	 	 
fig|1873.144.peg.2926	CDS	PH63_1	3276905	3277267	2	+	363	hypothetical protein	- none -	 	 
fig|1873.144.peg.2927	CDS	PH63_1	3277267	3277524	1	+	258	hypothetical protein	- none -	 	 
fig|1873.144.peg.2928	CDS	PH63_1	3277536	3277958	3	+	423	hypothetical protein	- none -	 	 
fig|1873.144.peg.2929	CDS	PH63_1	3279302	3278154	-2	-	1149	hypothetical protein	- none -	 	 
fig|1873.144.peg.2930	CDS	PH63_1	3280817	3279471	-2	-	1347	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.2931	CDS	PH63_1	3280879	3281538	1	+	660	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.2932	CDS	PH63_1	3281599	3282924	1	+	1326	flavin-containing monooxygenase	- none -	 	 
fig|1873.144.peg.2933	CDS	PH63_1	3282921	3283745	3	+	825	FIG00815265: hypothetical protein	- none -	 	 
fig|1873.144.peg.2934	CDS	PH63_1	3283747	3284265	1	+	519	MutT/nudix family protein	- none -	 	 
fig|1873.144.peg.2935	CDS	PH63_1	3286531	3284321	-1	-	2211	Putative large secreted protein SCO5690	- none -	 	 
fig|1873.144.peg.2936	CDS	PH63_1	3287586	3286528	-3	-	1059	Transcriptional regulator, LacI family	- none -	 	 
fig|1873.144.peg.2937	CDS	PH63_1	3290036	3287583	-2	-	2454	beta-glucosidase (EC 3.2.1.21)	- none -	 	 
fig|1873.144.peg.2938	CDS	PH63_1	3291482	3290262	-2	-	1221	Xylose-responsive transcription regulator, ROK family	Xylose utilization	 	 
fig|1873.144.peg.2939	CDS	PH63_1	3291520	3291678	1	+	159	hypothetical protein	- none -	 	 
fig|1873.144.peg.2940	CDS	PH63_1	3291675	3293342	3	+	1668	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.144.peg.2941	CDS	PH63_1	3293339	3294376	2	+	1038	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.144.peg.2942	CDS	PH63_1	3294483	3295346	3	+	864	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
fig|1873.144.peg.2943	CDS	PH63_1	3297735	3295396	-3	-	2340	alpha-xylosidase (EC 3.2.1.177)	- none -	 	 
fig|1873.144.peg.2944	CDS	PH63_1	3297896	3299950	2	+	2055	beta-galactosidase (EC 3.2.1.23)	- none -	 	 
fig|1873.144.peg.2945	CDS	PH63_1	3300673	3300023	-1	-	651	Lysine exporter protein LysE/YggA	- none -	 	 
fig|1873.144.peg.2946	CDS	PH63_1	3300805	3301353	1	+	549	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.144.peg.2947	CDS	PH63_1	3301416	3301898	3	+	483	hypothetical protein	- none -	 	 
fig|1873.144.peg.2948	CDS	PH63_1	3302480	3301905	-2	-	576	hypothetical protein	- none -	 	 
fig|1873.144.peg.2949	CDS	PH63_1	3302810	3303643	2	+	834	Repair of Iron Centers di-iron protein	- none -	 	 
fig|1873.144.peg.2950	CDS	PH63_1	3303813	3304238	3	+	426	hypothetical protein	- none -	 	 
fig|1873.144.peg.2951	CDS	PH63_1	3304345	3304710	1	+	366	hypothetical protein	- none -	 	 
fig|1873.144.peg.2952	CDS	PH63_1	3305264	3304758	-2	-	507	hypothetical protein	- none -	 	 
fig|1873.144.peg.2953	CDS	PH63_1	3305353	3305526	1	+	174	hypothetical protein	- none -	 	 
fig|1873.144.peg.2954	CDS	PH63_1	3306730	3306359	-1	-	372	FIG00816857: hypothetical protein	- none -	 	 
fig|1873.144.peg.2955	CDS	PH63_1	3307159	3307641	1	+	483	hypothetical protein	- none -	 	 
fig|1873.144.peg.2956	CDS	PH63_1	3309469	3307619	-1	-	1851	Efflux ABC transporter, permease/ATP-binding protein Atu2242	- none -	 	 
fig|1873.144.peg.2957	CDS	PH63_1	3310259	3309636	-2	-	624	hypothetical protein	- none -	 	 
fig|1873.144.peg.2958	CDS	PH63_1	3310338	3311102	3	+	765	hypothetical protein	- none -	 	 
fig|1873.144.peg.2959	CDS	PH63_1	3312621	3311152	-3	-	1470	hypothetical protein	- none -	 	 
fig|1873.144.peg.2960	CDS	PH63_1	3314432	3312846	-2	-	1587	hypothetical protein	- none -	 	 
fig|1873.144.peg.2961	CDS	PH63_1	3314501	3314701	2	+	201	hypothetical protein	- none -	 	 
fig|1873.144.peg.2962	CDS	PH63_1	3314721	3314978	3	+	258	hypothetical protein	- none -	 	 
fig|1873.144.peg.2963	CDS	PH63_1	3315020	3315580	2	+	561	hypothetical protein	- none -	 	 
fig|1873.144.peg.2964	CDS	PH63_1	3315636	3316121	3	+	486	Acetyltransferase	- none -	 	 
fig|1873.144.peg.2965	CDS	PH63_1	3316218	3316649	3	+	432	Heat shock protein Hsp20	- none -	 	 
fig|1873.144.peg.2966	CDS	PH63_1	3316959	3318596	3	+	1638	hypothetical protein	- none -	 	 
fig|1873.144.peg.2967	CDS	PH63_1	3318644	3319642	2	+	999	Phage integrase	- none -	 	 
fig|1873.144.peg.2968	CDS	PH63_1	3320172	3319687	-3	-	486	hypothetical protein	- none -	 	 
