Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.143.peg.2407	CDS	O3_1	2443686	2443153	-3	-	534	hypothetical protein	- none -	 	 
fig|1873.143.peg.2408	CDS	O3_1	2444397	2444281	-3	-	117	hypothetical protein	- none -	 	 
fig|1873.143.peg.2409	CDS	O3_1	2444869	2445615	1	+	747	Putative oxidoreductase	- none -	 	 
fig|1873.143.peg.2410	CDS	O3_1	2446578	2445775	-3	-	804	Phosphoserine phosphatase (EC 3.1.3.3)	Glycine and Serine Utilization; <br>Serine Biosynthesis; <br>Serine Biosynthesis	 	 
fig|1873.143.peg.2411	CDS	O3_1	2447485	2446778	-1	-	708	Phage integrase	- none -	 	 
fig|1873.143.peg.2412	CDS	O3_1	2448168	2448344	3	+	177	hypothetical protein	- none -	 	 
fig|1873.143.peg.2413	CDS	O3_1	2449556	2448594	-2	-	963	hypothetical protein	- none -	 	 
fig|1873.143.peg.2414	CDS	O3_1	2449671	2450198	3	+	528	hypothetical protein	- none -	 	 
fig|1873.143.peg.2415	CDS	O3_1	2451326	2451003	-2	-	324	hypothetical protein	- none -	 	 
fig|1873.143.peg.2416	CDS	O3_1	2452317	2451544	-3	-	774	hypothetical protein	- none -	 	 
fig|1873.143.peg.2417	CDS	O3_1	2453632	2452373	-1	-	1260	hypothetical protein	- none -	 	 
fig|1873.143.peg.2418	CDS	O3_1	2454453	2453629	-3	-	825	hypothetical protein	- none -	 	 
fig|1873.143.peg.2419	CDS	O3_1	2455457	2454465	-2	-	993	Selenide,water dikinase (EC 2.7.9.3)	Selenocysteine metabolism	 	 
fig|1873.143.peg.2420	CDS	O3_1	2457782	2455590	-2	-	2193	hypothetical protein	- none -	 	 
fig|1873.143.peg.2421	CDS	O3_1	2458101	2457826	-3	-	276	hypothetical protein	- none -	 	 
fig|1873.143.peg.2422	CDS	O3_1	2458884	2459072	3	+	189	hypothetical protein	- none -	 	 
fig|1873.143.peg.2423	CDS	O3_1	2459366	2459211	-2	-	156	hypothetical protein	- none -	 	 
fig|1873.143.peg.2424	CDS	O3_1	2459479	2459817	1	+	339	hypothetical protein	- none -	 	 
fig|1873.143.peg.2425	CDS	O3_1	2459849	2460568	2	+	720	hypothetical protein	- none -	 	 
fig|1873.143.peg.2426	CDS	O3_1	2461774	2460962	-1	-	813	hypothetical protein	- none -	 	 
fig|1873.143.peg.2427	CDS	O3_1	2461879	2462127	1	+	249	hypothetical protein	- none -	 	 
fig|1873.143.peg.2428	CDS	O3_1	2462150	2462266	2	+	117	hypothetical protein	- none -	 	 
fig|1873.143.peg.2429	CDS	O3_1	2462352	2462921	3	+	570	hypothetical protein	- none -	 	 
fig|1873.143.peg.2430	CDS	O3_1	2463297	2462950	-3	-	348	hypothetical protein	- none -	 	 
fig|1873.143.peg.2431	CDS	O3_1	2463321	2463470	3	+	150	hypothetical protein	- none -	 	 
fig|1873.143.peg.2432	CDS	O3_1	2463531	2464082	3	+	552	hypothetical protein	- none -	 	 
fig|1873.143.peg.2433	CDS	O3_1	2464082	2465095	2	+	1014	hypothetical protein	- none -	 	 
fig|1873.143.peg.2434	CDS	O3_1	2465311	2466414	1	+	1104	Septum site-determining protein MinD	Septum site-determining cluster Min	 	 
fig|1873.143.peg.2435	CDS	O3_1	2466411	2467256	3	+	846	Flp pilus assembly protein, ATPase CpaF	- none -	 	 
fig|1873.143.peg.2436	CDS	O3_1	2467330	2469114	1	+	1785	hypothetical protein	- none -	 	 
fig|1873.143.peg.2437	CDS	O3_1	2469784	2469659	-1	-	126	hypothetical protein	- none -	 	 
fig|1873.143.peg.2438	CDS	O3_1	2469845	2470027	2	+	183	hypothetical protein	- none -	 	 
fig|1873.143.peg.2439	CDS	O3_1	2470393	2471148	1	+	756	hypothetical protein	- none -	 	 
fig|1873.143.peg.2440	CDS	O3_1	2471467	2471721	1	+	255	hypothetical protein	- none -	 	 
fig|1873.143.peg.2441	CDS	O3_1	2472112	2473068	1	+	957	hypothetical protein	- none -	 	 
fig|1873.143.peg.2442	CDS	O3_1	2473505	2473828	2	+	324	hypothetical protein	- none -	 	 
fig|1873.143.peg.2443	CDS	O3_1	2474267	2474458	2	+	192	hypothetical protein	- none -	 	 
fig|1873.143.peg.2444	CDS	O3_1	2474455	2474673	1	+	219	hypothetical protein	- none -	 	 
fig|1873.143.peg.2445	CDS	O3_1	2474673	2475158	3	+	486	hypothetical protein	- none -	 	 
fig|1873.143.peg.2446	CDS	O3_1	2475235	2475753	1	+	519	hypothetical protein	- none -	 	 
fig|1873.143.peg.2447	CDS	O3_1	2476669	2476848	1	+	180	hypothetical protein	- none -	 	 
fig|1873.143.peg.2448	CDS	O3_1	2476927	2477184	1	+	258	hypothetical protein	- none -	 	 
fig|1873.143.peg.2449	CDS	O3_1	2477983	2477261	-1	-	723	hypothetical protein	- none -	 	 
fig|1873.143.peg.2450	CDS	O3_1	2478282	2478067	-3	-	216	hypothetical protein	- none -	 	 
fig|1873.143.peg.2451	CDS	O3_1	2478366	2478635	3	+	270	hypothetical protein	- none -	 	 
fig|1873.143.peg.2452	CDS	O3_1	2478632	2478805	2	+	174	FIG00814250: hypothetical protein	- none -	 	 
fig|1873.143.peg.2453	CDS	O3_1	2479569	2478877	-3	-	693	Resolvase, N-terminal domain	- none -	 	 
fig|1873.143.peg.2454	CDS	O3_1	2479784	2479569	-2	-	216	hypothetical protein	- none -	 	 
fig|1873.143.peg.2455	CDS	O3_1	2480178	2479909	-3	-	270	hypothetical protein	- none -	 	 
fig|1873.143.peg.2456	CDS	O3_1	2482434	2480848	-3	-	1587	Mobile element protein	- none -	 	 
fig|1873.143.peg.2457	CDS	O3_1	2482465	2482854	1	+	390	Flp pilus assembly protein, ATPase CpaF	- none -	 	 
fig|1873.143.peg.2458	CDS	O3_1	2482851	2484218	3	+	1368	hypothetical protein	- none -	 	 
fig|1873.143.peg.2459	CDS	O3_1	2484218	2484901	2	+	684	FIG054221: Possible conserved alanine rich membrane protein	- none -	 	 
fig|1873.143.peg.2460	CDS	O3_1	2484927	2485094	3	+	168	FIG043778: hypothetical protein	- none -	 	 
fig|1873.143.peg.2461	CDS	O3_1	2485091	2485564	2	+	474	FIG00815991: hypothetical protein	- none -	 	 
fig|1873.143.peg.2462	CDS	O3_1	2485594	2485938	1	+	345	hypothetical protein	- none -	 	 
fig|1873.143.peg.2463	CDS	O3_1	2486623	2486045	-1	-	579	FIG00814389: hypothetical protein	- none -	 	 
fig|1873.143.peg.2464	CDS	O3_1	2489275	2486864	-1	-	2412	Helicase, C-terminal:DEAD/DEAH box helicase, N-terminal	- none -	 	 
fig|1873.143.peg.2465	CDS	O3_1	2489417	2489773	2	+	357	Anti-sigma factor antagonist BldG	- none -	 	 
fig|1873.143.peg.2466	CDS	O3_1	2489770	2490207	1	+	438	Putative anti-sigma factor	- none -	 	 
fig|1873.143.peg.2467	CDS	O3_1	2490524	2492884	2	+	2361	Pyrophosphate-energized proton pump (EC 3.6.1.1)	Phosphate metabolism	 	 
fig|1873.143.peg.2468	CDS	O3_1	2492999	2493541	2	+	543	putative small secreted protein	- none -	 	 
fig|1873.143.peg.2469	CDS	O3_1	2493532	2494284	1	+	753	hypothetical protein	- none -	 	 
fig|1873.143.peg.2470	CDS	O3_1	2494655	2497492	2	+	2838	DNA topoisomerase I (EC 5.99.1.2)	DNA topoisomerases, Type I, ATP-independent	 	 
fig|1873.143.peg.2471	CDS	O3_1	2498879	2497563	-2	-	1317	Oxidoreductase, FAD-binding	- none -	 	 
fig|1873.143.peg.2472	CDS	O3_1	2499107	2499709	2	+	603	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.143.peg.2473	CDS	O3_1	2500956	2499748	-3	-	1209	L-gulono-1,4-lactone oxidase (EC 1.1.3.8)	- none -	 	 
fig|1873.143.peg.2474	CDS	O3_1	2501175	2503358	3	+	2184	MFS-type secretion effector / Thymidylate kinase (EC 2.7.4.9)	pyrimidine conversions	 	 
fig|1873.143.peg.2475	CDS	O3_1	2503358	2504602	2	+	1245	DNA polymerase III delta prime subunit (EC 2.7.7.7)	- none -	 	 
fig|1873.143.peg.2476	CDS	O3_1	2504747	2505076	2	+	330	hypothetical protein	- none -	 	 
fig|1873.143.peg.2477	CDS	O3_1	2505078	2505383	3	+	306	hypothetical protein	- none -	 	 
fig|1873.143.peg.2478	CDS	O3_1	2505383	2506063	2	+	681	hypothetical protein	- none -	 	 
fig|1873.143.peg.2479	CDS	O3_1	2506365	2507204	3	+	840	Stage 0 sporulation protein YaaT	- none -	 	 
fig|1873.143.peg.2480	CDS	O3_1	2508986	2507223	-2	-	1764	calcineurin-like phosphoesterase family protein	- none -	 	 
fig|1873.143.peg.2481	CDS	O3_1	2510403	2510236	-3	-	168	hypothetical protein	- none -	 	 
fig|1873.143.peg.2482	CDS	O3_1	2510546	2510695	2	+	150	hypothetical protein	- none -	 	 
fig|1873.143.peg.2483	CDS	O3_1	2511397	2511134	-1	-	264	hypothetical protein	- none -	 	 
fig|1873.143.peg.2484	CDS	O3_1	2511604	2511738	1	+	135	hypothetical protein	- none -	 	 
fig|1873.143.peg.2485	CDS	O3_1	2511991	2512287	1	+	297	hypothetical protein	- none -	 	 
fig|1873.143.peg.2486	CDS	O3_1	2512753	2512968	1	+	216	hypothetical protein	- none -	 	 
fig|1873.143.peg.2487	CDS	O3_1	2513390	2514193	2	+	804	hypothetical protein	- none -	 	 
fig|1873.143.peg.2488	CDS	O3_1	2514912	2514247	-3	-	666	Puromycin N-acetyltransferase (EC 2.3.-.-)	- none -	 	 
fig|1873.143.peg.2489	CDS	O3_1	2514930	2515337	3	+	408	Glyoxalase family protein	- none -	 	 
fig|1873.143.peg.2490	CDS	O3_1	2515385	2515948	2	+	564	hypothetical protein	- none -	 	 
fig|1873.143.peg.2491	CDS	O3_1	2516899	2516009	-1	-	891	hypothetical protein	- none -	 	 
fig|1873.143.peg.2492	CDS	O3_1	2517625	2517008	-1	-	618	Phosphohydrolase	- none -	 	 
fig|1873.143.peg.2493	CDS	O3_1	2517801	2518307	3	+	507	Gll3326 protein	- none -	 	 
fig|1873.143.peg.2494	CDS	O3_1	2518304	2518852	2	+	549	Small heat shock protein	- none -	 	 
fig|1873.143.peg.2495	CDS	O3_1	2518862	2519983	2	+	1122	Putative glycosyltransferase	- none -	 	 
fig|1873.143.peg.2496	CDS	O3_1	2520878	2520000	-2	-	879	Glycosyl transferase, family 2	- none -	 	 
fig|1873.143.peg.2497	CDS	O3_1	2522671	2520875	-1	-	1797	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) / D-glycero-beta-D-manno-heptose-7-phosphate kinase (EC 2.7.1.167)	- none -	 	 
fig|1873.143.peg.2498	CDS	O3_1	2522783	2524459	2	+	1677	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.143.peg.2499	CDS	O3_1	2525389	2524469	-1	-	921	Transcriptional regulator, LysR family	- none -	 	 
fig|1873.143.peg.2500	CDS	O3_1	2525455	2526336	1	+	882	Integral membrane protein	- none -	 	 
fig|1873.143.peg.2501	CDS	O3_1	2526820	2526329	-1	-	492	NUDIX hydrolase	- none -	 	 
fig|1873.143.peg.2502	CDS	O3_1	2526877	2528526	1	+	1650	CoA ligase @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD14	- none -	 	 
fig|1873.143.peg.2503	CDS	O3_1	2529723	2528710	-3	-	1014	Alcohol dehydrogenase, zinc-binding domain protein	- none -	 	 
fig|1873.143.peg.2504	CDS	O3_1	2530523	2529864	-2	-	660	2-deoxyglucose-6-phosphate hydrolase (EC 3.1.3.68) @ Mannitol-1-phosphatase (EC 3.1.3.22) @ Sorbitol-6-phosphatase (EC 3.1.3.50)	- none -	 	 
fig|1873.143.peg.2505	CDS	O3_1	2531463	2530594	-3	-	870	hypothetical protein	- none -	 	 
fig|1873.143.peg.2506	CDS	O3_1	2532277	2531609	-1	-	669	Peptidylprolyl isomerase, FKBP-type (EC 5.2.1.8)	- none -	 	 
fig|1873.143.peg.2507	CDS	O3_1	2533070	2532432	-2	-	639	hypothetical protein	- none -	 	 
fig|1873.143.peg.2508	CDS	O3_1	2533195	2533620	1	+	426	hypothetical protein	- none -	 	 
fig|1873.143.peg.2509	CDS	O3_1	2534708	2533689	-2	-	1020	Ku domain protein	Bacillus subtilis scratch - gjo; <br>DNA Repair Base Excision; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria	 	 
fig|1873.143.peg.2510	CDS	O3_1	2534794	2535735	1	+	942	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	Bacillus subtilis scratch - gjo; <br>DNA Repair Base Excision; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria	 	 
fig|1873.143.peg.2511	CDS	O3_1	2535725	2536642	2	+	918	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	Bacillus subtilis scratch - gjo; <br>DNA Repair Base Excision; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria	 	 
fig|1873.143.peg.2512	CDS	O3_1	2537391	2537002	-3	-	390	hypothetical protein	- none -	 	 
fig|1873.143.peg.2513	CDS	O3_1	2537563	2538315	1	+	753	hypothetical protein	- none -	 	 
fig|1873.143.peg.2514	CDS	O3_1	2538457	2539386	1	+	930	Epoxide hydrolase (EC 3.3.2.9)	- none -	 	 
fig|1873.143.peg.2515	CDS	O3_1	2539591	2540550	1	+	960	hypothetical protein	- none -	 	 
fig|1873.143.peg.2516	CDS	O3_1	2541109	2540615	-1	-	495	hypothetical protein	- none -	 	 
fig|1873.143.peg.2517	CDS	O3_1	2541460	2541134	-1	-	327	hypothetical protein	- none -	 	 
fig|1873.143.peg.2518	CDS	O3_1	2541535	2541627	1	+	93	hypothetical protein	- none -	 	 
fig|1873.143.peg.2519	CDS	O3_1	2542158	2541673	-3	-	486	hypothetical protein	- none -	 	 
fig|1873.143.peg.2520	CDS	O3_1	2542327	2543241	1	+	915	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|1873.143.peg.2521	CDS	O3_1	2543594	2543325	-2	-	270	hypothetical protein	- none -	 	 
fig|1873.143.peg.2522	CDS	O3_1	2543872	2543591	-1	-	282	hypothetical protein	- none -	 	 
fig|1873.143.peg.2523	CDS	O3_1	2544246	2544473	3	+	228	Transcriptional regulator, GntR family	- none -	 	 
fig|1873.143.peg.2524	CDS	O3_1	2545080	2545556	3	+	477	hypothetical protein	- none -	 	 
fig|1873.143.peg.2525	CDS	O3_1	2547725	2546046	-2	-	1680	PROBABLE DNA HELICASE ERCC3 (EC 3.6.1.-)	- none -	 	 
fig|1873.143.peg.2526	CDS	O3_1	2547903	2548793	3	+	891	L,D-transpeptidase	- none -	 	 
fig|1873.143.peg.2527	CDS	O3_1	2548888	2549124	1	+	237	FIG00816358: hypothetical protein	- none -	 	 
fig|1873.143.peg.2528	CDS	O3_1	2551642	2549156	-1	-	2487	Putative DNA-binding protein	- none -	 	 
fig|1873.143.peg.2529	CDS	O3_1	2551727	2552350	2	+	624	Putative hydrolase	- none -	 	 
fig|1873.143.peg.2530	CDS	O3_1	2552379	2552765	3	+	387	Cold shock protein of CSP family => SCO4325	- none -	 	 
fig|1873.143.peg.2531	CDS	O3_1	2553556	2552726	-1	-	831	1,4-dihydroxy-6-naphtoate synthase	- none -	 	 
fig|1873.143.peg.2532	CDS	O3_1	2553796	2555370	1	+	1575	hypothetical protein	- none -	 	 
fig|1873.143.peg.2533	CDS	O3_1	2555400	2555651	3	+	252	hypothetical protein	- none -	 	 
fig|1873.143.peg.2534	CDS	O3_1	2555711	2556088	2	+	378	hypothetical protein	- none -	 	 
fig|1873.143.peg.2535	CDS	O3_1	2556085	2558118	1	+	2034	Glycogen debranching enzyme	- none -	 	 
fig|1873.143.peg.2536	CDS	O3_1	2558269	2558625	1	+	357	hypothetical protein	- none -	 	 
fig|1873.143.peg.2537	CDS	O3_1	2559065	2558733	-2	-	333	hypothetical protein	- none -	 	 
fig|1873.143.peg.2538	CDS	O3_1	2559327	2559043	-3	-	285	Mobile element protein	- none -	 	 
fig|1873.143.peg.2539	CDS	O3_1	2559608	2559324	-2	-	285	Mobile element protein	- none -	 	 
fig|1873.143.peg.2540	CDS	O3_1	2560349	2559678	-2	-	672	hypothetical protein	- none -	 	 
fig|1873.143.peg.2541	CDS	O3_1	2561172	2560426	-3	-	747	putative secreted hydrolase	- none -	 	 
fig|1873.143.peg.2542	CDS	O3_1	2561405	2561809	2	+	405	polyguluronate lyase precursor	- none -	 	 
fig|1873.143.peg.2543	CDS	O3_1	2562081	2561851	-3	-	231	conserved hypothetical protein	- none -	 	 
fig|1873.143.peg.2544	CDS	O3_1	2562648	2562211	-3	-	438	hypothetical protein	- none -	 	 
fig|1873.143.peg.2545	CDS	O3_1	2562722	2563831	2	+	1110	Putative RNA polymerase sigma factor	- none -	 	 
fig|1873.143.peg.2546	CDS	O3_1	2565083	2564022	-2	-	1062	hypothetical protein	- none -	 	 
fig|1873.143.peg.2547	CDS	O3_1	2565764	2565426	-2	-	339	hypothetical protein	- none -	 	 
fig|1873.143.peg.2548	CDS	O3_1	2565826	2566962	1	+	1137	hypothetical protein	- none -	 	 
fig|1873.143.peg.2549	CDS	O3_1	2568304	2567138	-1	-	1167	Mobile element protein	- none -	 	 
fig|1873.143.peg.2550	CDS	O3_1	2569337	2568492	-2	-	846	putative secreted hydrolase	- none -	 	 
fig|1873.143.peg.2551	CDS	O3_1	2569877	2570011	2	+	135	hypothetical protein	- none -	 	 
fig|1873.143.peg.2552	CDS	O3_1	2570334	2570447	3	+	114	putative transposase	- none -	 	 
fig|1873.143.peg.2553	CDS	O3_1	2570474	2571784	2	+	1311	Transposase	- none -	 	 
fig|1873.143.peg.2554	CDS	O3_1	2571742	2572569	1	+	828	hypothetical protein	- none -	 	 
fig|1873.143.peg.2555	CDS	O3_1	2573233	2572583	-1	-	651	Futalosine hydrolase (EC 3.2.2.26)	- none -	 	 
fig|1873.143.peg.2556	CDS	O3_1	2574894	2573230	-3	-	1665	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.143.peg.2557	CDS	O3_1	2574983	2575822	2	+	840	hypothetical protein	- none -	 	 
fig|1873.143.peg.2558	CDS	O3_1	2576179	2575853	-1	-	327	hypothetical protein	- none -	 	 
fig|1873.143.peg.2559	CDS	O3_1	2576193	2577671	3	+	1479	Xanthine/uracil/thiamine/ascorbate permease family protein	Purine Utilization	 	 
fig|1873.143.peg.2560	CDS	O3_1	2577807	2578241	3	+	435	Transcriptional regulator, MarR family	- none -	 	 
fig|1873.143.peg.2561	CDS	O3_1	2578312	2579595	1	+	1284	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.143.peg.2562	CDS	O3_1	2579745	2580254	3	+	510	hypothetical protein	- none -	 	 
fig|1873.143.peg.2563	CDS	O3_1	2580267	2580845	3	+	579	2&#39;-5&#39; RNA ligase	RNA processing orphans	 	 
fig|1873.143.peg.2564	CDS	O3_1	2581884	2580898	-3	-	987	Uncharacterized oxidoreductase YrpG	- none -	 	 
fig|1873.143.peg.2565	CDS	O3_1	2583042	2581963	-3	-	1080	FIG00814986: hypothetical protein	- none -	 	 
fig|1873.143.peg.2566	CDS	O3_1	2584355	2583228	-2	-	1128	Phosphoserine aminotransferase (EC 2.6.1.52)	Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis	 	 
fig|1873.143.peg.2567	CDS	O3_1	2585787	2584639	-3	-	1149	Citrate synthase (si) (EC 2.3.3.1)	TCA Cycle	 	 
fig|1873.143.peg.2568	CDS	O3_1	2585996	2586655	2	+	660	Pyridoxamine 5&#39;-phosphate oxidase (EC 1.4.3.5)	Pyridoxin (Vitamin B6) Biosynthesis	 	 
fig|1873.143.peg.2569	CDS	O3_1	2586652	2587950	1	+	1299	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.143.peg.2570	CDS	O3_1	2588014	2588943	1	+	930	Putative aldose-1-epimerase (EC 5.1.3.3)	- none -	 	 
fig|1873.143.peg.2571	CDS	O3_1	2588967	2589569	3	+	603	Nitroreductase family protein	- none -	 	 
fig|1873.143.peg.2572	CDS	O3_1	2589759	2590064	3	+	306	hypothetical protein	- none -	 	 
fig|1873.143.peg.2573	CDS	O3_1	2590109	2591272	2	+	1164	Glutaryl-CoA dehydrogenase (EC 1.3.8.6)	- none -	 	 
fig|1873.143.peg.2574	CDS	O3_1	2591372	2592202	2	+	831	Secreted protein	- none -	 	 
fig|1873.143.peg.2575	CDS	O3_1	2592825	2592187	-3	-	639	hypothetical protein	- none -	 	 
fig|1873.143.peg.2576	CDS	O3_1	2592874	2594244	1	+	1371	L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)	Glycine and Serine Utilization; <br>Glycine and Serine Utilization; <br>Pyruvate Alanine Serine Interconversions; <br>Pyruvate Alanine Serine Interconversions	 	 
fig|1873.143.peg.2577	CDS	O3_1	2594316	2595143	3	+	828	O-antigen export system permease protein RfbD	- none -	 	 
fig|1873.143.peg.2578	CDS	O3_1	2595145	2595891	1	+	747	Polysaccharide ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.143.peg.2579	CDS	O3_1	2595888	2597948	3	+	2061	Phospho-di-inositol-1-phosphate synthase (EC 2.7.8.34)	- none -	 	 
fig|1873.143.peg.2580	CDS	O3_1	2597964	2600174	3	+	2211	Putative CDP-glycosylpolyol phosphate:glycosylpolyol glycosylpolyolphosphotransferase	- none -	 	 
fig|1873.143.peg.2581	CDS	O3_1	2600309	2601607	2	+	1299	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	Maltose and Maltodextrin Utilization	 	 
fig|1873.143.peg.2582	CDS	O3_1	2601701	2602681	2	+	981	hypothetical protein	- none -	 	 
fig|1873.143.peg.2583	CDS	O3_1	2602746	2603210	3	+	465	hypothetical protein	- none -	 	 
fig|1873.143.peg.2584	CDS	O3_1	2603292	2604095	3	+	804	Beta-phosphoglucomutase (EC 5.4.2.6)	Maltose and Maltodextrin Utilization	 	 
fig|1873.143.peg.2585	CDS	O3_1	2604092	2606464	2	+	2373	Uncharacterized glycosyl hydrolase Rv3401	- none -	 	 
fig|1873.143.peg.2586	CDS	O3_1	2606681	2606502	-2	-	180	hypothetical protein	- none -	 	 
fig|1873.143.peg.2587	CDS	O3_1	2606865	2607548	3	+	684	dienelactone hydrolase	- none -	 	 
fig|1873.143.peg.2588	CDS	O3_1	2608700	2607537	-2	-	1164	Uncharacterized UPF0118 membrane protein	- none -	 	 
fig|1873.143.peg.2589	CDS	O3_1	2608699	2608833	1	+	135	hypothetical protein	- none -	 	 
fig|1873.143.peg.2590	CDS	O3_1	2609153	2609335	2	+	183	hypothetical protein	- none -	 	 
fig|1873.143.peg.2591	CDS	O3_1	2609533	2610738	1	+	1206	Putative cytochrome P450 hydroxylase	- none -	 	 
fig|1873.143.peg.2592	CDS	O3_1	2610770	2611006	2	+	237	hypothetical protein	- none -	 	 
fig|1873.143.peg.2593	CDS	O3_1	2611652	2611050	-2	-	603	Hemerythrin domain protein	- none -	 	 
fig|1873.143.peg.2594	CDS	O3_1	2611849	2612118	1	+	270	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|1873.143.peg.2595	CDS	O3_1	2612115	2612924	3	+	810	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|1873.143.peg.2596	CDS	O3_1	2612924	2614093	2	+	1170	hypothetical protein	- none -	 	 
fig|1873.143.peg.2597	CDS	O3_1	2614158	2615483	3	+	1326	hypothetical protein	- none -	 	 
fig|1873.143.peg.2598	CDS	O3_1	2616147	2615494	-3	-	654	hypothetical protein	- none -	 	 
fig|1873.143.peg.2599	CDS	O3_1	2616835	2616428	-1	-	408	hypothetical protein	- none -	 	 
fig|1873.143.peg.2600	CDS	O3_1	2617208	2616867	-2	-	342	Arginine/ornithine antiporter ArcD	Arginine Deiminase Pathway; <br>Arginine and Ornithine Degradation; <br>Polyamine Metabolism	 	 
fig|1873.143.peg.2601	CDS	O3_1	2618149	2617364	-1	-	786	hypothetical protein	- none -	 	 
fig|1873.143.peg.2602	CDS	O3_1	2618663	2618301	-2	-	363	hypothetical protein	- none -	 	 
fig|1873.143.peg.2603	CDS	O3_1	2620052	2618760	-2	-	1293	hypothetical protein	- none -	 	 
fig|1873.143.peg.2604	CDS	O3_1	2620413	2620045	-3	-	369	FIG00815743: hypothetical protein	- none -	 	 
fig|1873.143.peg.2605	CDS	O3_1	2622063	2620513	-3	-	1551	hypothetical protein	- none -	 	 
fig|1873.143.peg.2606	CDS	O3_1	2622225	2623409	3	+	1185	hypothetical protein	- none -	 	 
fig|1873.143.peg.2607	CDS	O3_1	2624918	2623521	-2	-	1398	Integral membrane protein EccD-like, component of Type VII secretion system in Actinobacteria	- none -	 	 
fig|1873.143.peg.2608	CDS	O3_1	2625086	2629048	2	+	3963	FtsK/SpoIIIE family protein, putative EssC/YukB component of Type VII secretion system	- none -	 	 
fig|1873.143.peg.2609	CDS	O3_1	2629115	2629531	2	+	417	FIG00816861: hypothetical protein	- none -	 	 
fig|1873.143.peg.2610	CDS	O3_1	2629546	2629839	1	+	294	FIG00814498: hypothetical protein	- none -	 	 
fig|1873.143.peg.2611	CDS	O3_1	2629871	2630599	2	+	729	hypothetical protein	- none -	 	 
fig|1873.143.peg.2612	CDS	O3_1	2630626	2630889	1	+	264	hypothetical protein	- none -	 	 
fig|1873.143.peg.2613	CDS	O3_1	2631072	2631380	3	+	309	ESAT-6-like protein EsxU	- none -	 	 
fig|1873.143.peg.2614	CDS	O3_1	2631406	2631684	1	+	279	FIG00815524: hypothetical protein	- none -	 	 
fig|1873.143.peg.2615	CDS	O3_1	2632750	2631749	-1	-	1002	Peptidase S8 and S53, subtilisin, kexin, sedolisin	- none -	 	 
fig|1873.143.peg.2616	CDS	O3_1	2633428	2633093	-1	-	336	hypothetical protein	- none -	 	 
fig|1873.143.peg.2617	CDS	O3_1	2633608	2634327	1	+	720	Carbonic anhydrase, beta class (EC 4.2.1.1)	- none -	 	 
fig|1873.143.peg.2618	CDS	O3_1	2635406	2634387	-2	-	1020	putative secreted protein	- none -	 	 
fig|1873.143.peg.2619	CDS	O3_1	2637069	2635708	-3	-	1362	YibE/F family protein	- none -	 	 
fig|1873.143.peg.2620	CDS	O3_1	2637398	2639437	2	+	2040	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	Copper Transport System; <br>Copper homeostasis	 	 
fig|1873.143.peg.2621	CDS	O3_1	2639805	2639509	-3	-	297	Repressor CsoR of the copZA operon	Copper Transport System	 	 
fig|1873.143.peg.2622	CDS	O3_1	2639954	2640163	2	+	210	Copper(I) chaperone CopZ	Copper Transport System	 	 
fig|1873.143.peg.2623	CDS	O3_1	2640183	2641130	3	+	948	FIG00995371: possibly secreted protein	- none -	 	 
fig|1873.143.peg.2624	CDS	O3_1	2641114	2643363	1	+	2250	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	Copper Transport System; <br>Copper homeostasis	 	 
fig|1873.143.peg.2625	CDS	O3_1	2643494	2643667	2	+	174	UPF0337 protein SCO0678	- none -	 	 
fig|1873.143.peg.2626	CDS	O3_1	2644387	2643761	-1	-	627	Dihydrofolate reductase (EC 1.5.1.3)	5-FCL-like protein; <br>Folate Biosynthesis	 	 
